REF_IND,GENRE_IND,TYP_DOC_ID_IND,NUM_DOC_ID_IND,LIEU_DOC_ID_IND,DATE_DOC_ID_IND,COD_TVA_IND,NOM_IND,PRE_IND,DAT_NAISS_CREAT,GRP_IND,LIM_CRED_GLO_IND,LIM_FIN_GLO_IND,INFO_IND,DAT_INFO_IND,ID_NLDP,COD_SCLAS,ABRV_IND,LOGO_IND,PHOTO_IND,MF_IND,RC_IND,EXO_TVA,DAT_DEB_EXO,DAT_FIN_EXO,TEL_IND,FAX_IND,EMAIL_IND,REF_ADH_IND,FROM_JUR_IND,EXO_IND,ADR_IND,CP_IND,REF_ACH_IND,ID_GROUPE
1129,PM   ,Registre de commerce,1320168N,NUMÉRO INTROUVABLE,2020-02-17,1320168N            ,XF1104,SH1104,,False,,,,,2.0,0000000,,,,,1320168N,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,04 rte gremda imm ribat el madina mez sfax,3027      ,REF INT,
1130,PM   ,Registre de commerce,912948V,NUMÉRO INTROUVABLE,2020-02-17,0912948V            ,XF1105,SH1105,,False,,,,,2.0,0000000,,,,,912948V,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,"rte gremda km 0,5 sfax el jadida 3027",2095      ,REF INT,
1131,PM   ,Registre de commerce,1246527X,NUMÉRO INTROUVABLE,2020-02-17,1246527X            ,XF1106,SH1106,,False,,,,,2.0,0000000,,,,,1246527X,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,5 aout imm maalej S2 sfax,3003      ,REF INT,
1132,PM   ,Registre de commerce,0718523K,NUMÉRO INTROUVABLE,2020-02-17,0718523K            ,XF1107,SH1107,,False,,,,,2.0,0000000,,,,,0718523K,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,av 7 novembre sfax,2095      ,REF INT,
1133,PM   ,Registre de commerce,1650589S,NUMÉRO INTROUVABLE,2020-02-17,1650589S            ,XF1108,SH1108,,False,,,,,2.0,0000000,,,,,1650589S,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,03 resi khadija trik el ain km 2 sfax,2095      ,REF INT,
1134,PM   ,Registre de commerce,0845226N,NUMÉRO INTROUVABLE,2020-02-17,0845226N            ,XF1109,SH1109,,False,,,,,2.0,0000000,,,,,0845226N,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,rte el mahdia km 7 sfax,2095      ,REF INT,
1135,PM   ,Registre de commerce,1420715A,NUMÉRO INTROUVABLE,2020-02-17,1420715A            ,XF1110,SH1110,,False,,,,,2.0,0000000,,,,,1420715A,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,residence mahdi av 14 janvier mourouj 4,2074      ,REF INT,
1136,PM   ,Registre de commerce,1109949B,NUMÉRO INTROUVABLE,2020-02-13,110994B             ,XF1111,SH1111,,False,,,,,2.0,0000000,BOD0120             ,,,,1109949B,False,,,Numéro Introuvable,FAX Introuvable,khalilammous@gmail.com,08803,SARL                                                                                                ,,25 RUE HAJ ABD GHARFLI IM2,3003      ,REF INT,
1137,PM   ,Registre de commerce,15074496K,NUMÉRO INTROUVABLE,2020-02-17,15074496            ,XF1112,SH1112,,False,,,,,2.0,0000000,,,,,15074496K,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,imm mahsouna rye lafrane km 3 sfax,3000      ,REF INT,
1138,PM   ,Registre de commerce,1200419W,NUMÉRO INTROUVABLE,2020-02-17,1200419W            ,XF1113,SH1113,,False,,,,,2.0,0000000,,,,,1200419W,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,magasin num 5 imm abou kacem chebbi av hadi nouira cité ennasr 2080,2080      ,REF INT,
1139,PM   ,Registre de commerce,1369919Q,NUMÉRO INTROUVABLE,2020-02-17,1369919Q            ,XF1114,SH1114,,False,,,,,2.0,0000000,,,,,1369919Q,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,av mohamed ali 6000 gabes,6000      ,REF INT,
1140,PM   ,Registre de commerce,936727L,NUMÉRO INTROUVABLE,2020-02-18,0936727L            ,XF1115,SH1115,,False,,,,,2.0,0000000,,,,,936727L,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,25 AV HABIB BOURGUIBA TEBOULBA 5080,5080      ,REF INT,
1141,PM   ,Registre de commerce,1365151X,NUMÉRO INTROUVABLE,2020-02-25,1365151X            ,XF1116,SH1116,,False,,,,,2.0,0000000,,,,,1365151X,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,RUE DES JASMINS BOUMHAL,2097      ,REF INT,
1142,PM   ,Registre de commerce,1210756R,NUMÉRO INTROUVABLE,2020-02-25,1210756R            ,XF1117,SH1117,,False,,,,,2.0,0000000,,,,,1210756R,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,Z I JBAL OUEST,1100      ,REF INT,
1143,PM   ,Registre de commerce,1325555S,NUMÉRO INTROUVABLE,2020-02-27,1325555S            ,XF1118,SH1118,,False,,,,,2.0,0000000,,,,,1325555S,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,16 RUE ABD ERAHMAN AZAM MONTPLAISIR,1073      ,REF INT,
1144,PM   ,Registre de commerce,0552534W,NUMÉRO INTROUVABLE,2020-02-27,0552534W            ,XF1119,SH1119,,False,,,,,2.0,0000000,,,,,0552534W,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,9 AV MAHMOUD BEYRAM MENZAH 5,1004      ,REF INT,
1145,PM   ,Registre de commerce,0001934V,NUMÉRO INTROUVABLE,2020-02-27,0001934V            ,XF1120,SH1120,,False,,,,,2.0,0000000,,,,,0001934V,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,114 AV 2 MARS 1934 CITE HABIB EZZAHRA,2065      ,REF INT,
1146,PM   ,Registre de commerce,1031949B,NUMÉRO INTROUVABLE,2020-02-27,1031949B            ,XF1121,SH1121,,False,,,,,2.0,0000000,,,,,1031949B,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,AIN ZAGHOUAN IMM BAYA EL KRAMA,2015      ,REF INT,
1147,PM   ,Registre de commerce,1368097X,NUMÉRO INTROUVABLE,2020-02-27,1368097X            ,XF1122,SH1122,,False,,,,,2.0,0000000,,,,,1368097X,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,94 AV DE LA REPUBLIQUE 5080 TEBOULBA,5080      ,REF INT,
1148,PM   ,Registre de commerce,1359405M,NUMÉRO INTROUVABLE,2020-02-27,1359405M            ,XF1123,SH1123,,False,,,,,2.0,0000000,,,,,1359405M,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,08 IMM DELPHINE 1053 LES BERGES DU LAC ,1053      ,REF INT,
1149,PM   ,Registre de commerce,1362398G,NUMÉRO INTROUVABLE,2020-02-27,1362398G            ,XF1124,SH1124,,False,,,,,2.0,0000000,,,,,1362398G,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,RTE GREMDA KM 4.5 RUE CHEIKH KTARI SFAX SUD,3062      ,REF INT,
1150,PM   ,Registre de commerce,1457136H,NUMÉRO INTROUVABLE,2020-02-27,1457136H            ,XF1125,SH1125,,False,,,,,2.0,0000000,,,,,1457136H,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,RUE AHMED ALOULOU IMM ASIA 3027 SFAX,3027      ,REF INT,
1151,PM   ,Registre de commerce,1430466H,NUMÉRO INTROUVABLE,2020-02-27,1430466H            ,XF1126,SH1126,,False,,,,,2.0,0000000,,,,,1430466H,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,RTE AFRAN KM 4 41 IMM SAFOUA ,3003      ,REF INT,
1152,PM   ,Registre de commerce,1489318M,NUMÉRO INTROUVABLE,2020-02-27,1489318M            ,XF1127,SH1127,,False,,,,,2.0,0000000,,,,,1489318M,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,SOUK DOUZ 4260 DOUZ,4260      ,REF INT,
1153,PM   ,Registre de commerce,1512886E,NUMÉRO INTROUVABLE,2020-02-27,1512886E            ,XF1128,SH1128,,False,,,,,2.0,0000000,,,,,1512886E,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,06 RUE TABARKA 2046 LA MARSA,2046      ,REF INT,
1154,PM   ,Registre de commerce,1547320G,NUMÉRO INTROUVABLE,2020-02-27,1547320G            ,XF1129,SH1129,,False,,,,,2.0,0000000,,,,,1547320G,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,12 RUE EL MOEZ MENZAH 1,1004      ,REF INT,
1155,PM   ,Registre de commerce,1342341C,NUMÉRO INTROUVABLE,2020-02-27,1342341C            ,XF1130,SH1130,,False,,,,,2.0,0000000,,,,,1342341C,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,08 RUE MOUAOUIA IBN ABI SOFIEN 2037 MENZAH 8,2037      ,REF INT,
1156,PM   ,Registre de commerce,1532371R,NUMÉRO INTROUVABLE,2020-02-27,1532371R            ,XF1131,SH1131,,False,,,,,2.0,0000000,,,,,1532371R,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,RUE DE PARIS 2097 BOUMHEL BASATINE,2097      ,REF INT,
1157,PM   ,Registre de commerce,1506559D,NUMÉRO INTROUVABLE,2020-02-27,1506559D            ,XF1132,SH1132,,False,,,,,2.0,0000000,,,,,1506559D,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,SAKIT SIDI YOUSSEF 4180 HOUMET ESSOUK,4180      ,REF INT,
1158,PM   ,Registre de commerce,0002857D,NUMÉRO INTROUVABLE,2020-03-05,0002857D            ,XF1133,SH1133,,False,,,,,2.0,0000000,,,,,0002857D,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,LA GOULETTE ,2060      ,REF INT,
1159,PM   ,Registre de commerce,1003624Z,25772626,2020-02-14,1003624Z            ,XF1134,SH1134,,False,,,08861,,2.0,GG51651,SMC0220             ,,,,1003624Z,False,,,25772626,FAX Introuvable,m.daklaui@yahoo.com,08861,SARL                                                                                                ,,beni khaled nabeul,2091      ,REF INT,
1160,PM   ,Registre de commerce,1622347S,NUMÉRO INTROUVABLE,2020-03-12,1622347S            ,XF1135,SH1135,,False,,,,,2.0,0000000,,,,,1622347S,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,AV HABIB BORGUIBA TEBOULBA,5080      ,REF INT,
1161,PM   ,Registre de commerce,490981Y,NUMÉRO INTROUVABLE,2020-03-12,0490981Y            ,XF1136,SH1136,,False,,,,,2.0,0000000,,,,,490981Y,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,35 AV HABIB THAMEUR MEGRINE,2033      ,REF INT,
1162,PM   ,Registre de commerce,1498548B,NUMÉRO INTROUVABLE,2020-03-12,1498548B            ,XF1137,SH1137,,False,,,,,2.0,0000000,,,,,1498548B,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,690 AV 5 AOUT S2 SFAX,3000      ,REF INT,
1163,PM   ,Registre de commerce,1301532G,NUMÉRO INTROUVABLE,2020-03-12,1301532G            ,XF1138,SH1138,,False,,,,,2.0,0000000,,,,,1301532G,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,IMM EZZAYENI KM 6 SAKIET EZZIT SFAX,3000      ,REF INT,
1164,PM   ,Registre de commerce,0602702Y,NUMÉRO INTROUVABLE,2020-03-12,0602702Y            ,XF1139,SH1139,,False,,,,,2.0,0000000,,,,,0602702Y,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,320SEC 1 RUE DE L'INDEPENDANCE MENZEL BORGUIBA BIZERTE,7072      ,REF INT,
1165,PM   ,Registre de commerce,0928315X,NUMÉRO INTROUVABLE,2020-03-12,0928315X            ,XF1140,SH1140,,False,,,,,2.0,0000000,,,,,0928315X,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,AV TAIEB MHIRI MONASTIR,5000      ,REF INT,
1166,PM   ,Registre de commerce,1526562J,NUMÉRO INTROUVABLE,2020-03-12,1526562J            ,XF1141,SH1141,,False,,,,,2.0,0000000,,,,,1526562J,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,25 HABIB BOUGATFA BARDO,2000      ,REF INT,
1167,PM   ,Registre de commerce,1566082T,NUMÉRO INTROUVABLE,2020-03-12,1566082T            ,XF1142,SH1142,,False,,,,,2.0,0000000,,,,,1566082T,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,RUE ALI BALHOUANIE RAS JEBEL BIZERTE,7000      ,REF INT,
1168,PM   ,Registre de commerce,1003300F,NUMÉRO INTROUVABLE,2020-03-12,1003300F            ,XF1143,SH1143,,False,,,,,2.0,0000000,,,,,1003300F,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SARL                                                                                                ,,27 AV DE PARIS  GALERIE 7,1001      ,REF INT,
1169,PM   ,Registre de commerce,1170856W,NUMÉRO INTROUVABLE,2020-03-13,1170856W            ,XF1144,SH1144,,False,,,,,2.0,0000000,,,,,1170856W,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,3 HEDI CHAKER MENZEL BORGUIBA BIZERTE,7050      ,REF INT,
1170,PM   ,Registre de commerce,1100668F,NUMÉRO INTROUVABLE,2020-03-17,1100668F            ,XF1145,SH1145,,False,,,,,2.0,0000000,,,,,1100668F,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,AV HABIB THAMEUR KELIBIA,8090      ,REF INT,
1171,PM   ,Registre de commerce,798501X,NUMÉRO INTROUVABLE,2020-03-17,0798501X            ,XF1146,SH1146,,False,,,,,2.0,0000000,,,,,798501X,False,,,Numéro Introuvable,FAX Introuvable,EMAIL Introuvable,,SA                                                                                                  ,,AV FARHAT HACHED 2090 MORNAG,2090      ,REF INT,
